softmax_ambiguous_count,softmax_ambiguous_percentage,softmax_ambiguous_accuracy,entropy_ambiguous_count,entropy_ambiguous_percentage,entropy_ambiguous_accuracy,combined_ambiguous_count,combined_ambiguous_percentage,combined_ambiguous_accuracy,softmax_entropy_overlap,softmax_entropy_overlap_percentage,overall_accuracy,average_entropy,average_max_prob,average_prob_gap
57,79.16666666666666,0.5789473652839661,12,16.666666666666664,0.3333333432674408,57,79.16666666666666,0.5789473652839661,12,16.666666666666664,0.625,1.5873558521270752,0.4262330234050751,0.2410372942686081
